1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,SAR_Laptime_s,SAR_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CS_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
23 1:36.205,1:36.205,96.205,2777.069,,23 1:36.656,1:36.656,96.656,2784.031,,23 2:01.843,2:01.843,121.843,2846.174,,,,#VALUE!,#VALUE!,,23 1:38.213,1:38.213,98.213,2785.977,,23 1:38.919,1:38.919,98.919,2799.36,,23 1:39.816,1:39.816,99.816,2849.372,,23 1:39.219,1:39.219,99.219,2844.239,,23 1:37.640,1:37.640,97.640,2795.847,,23 1:56.743,1:56.743,116.743,2842.652,,23 1:37.755,1:37.755,97.755,2782.188,,23 1:36.779,1:36.779,96.779,2790.368,,23 2:01.576,2:01.576,121.576,2844.514,,23 1:38.965,1:38.965,98.965,2823.771,,,,#VALUE!,#VALUE!,,23 1:57.251,1:57.251,117.251,2842.124,,,,#VALUE!,#VALUE!,,23 2:01.647,2:01.647,121.647,2845.229,,23 P 1:41.466,1:41.466,101.466,2801.311,,23 1:55.552,1:55.552,115.552,2814.497,,22,2350.920,329.944,336.455,333.513,342.669,348.925,348.025,347.287,374.989,336.844,349.521,394.100,398.636,373.953,,,373.411,372.018,373.886,372.662,
24 1:36.532,1:36.532,96.532,2873.601,,24 1:36.921,1:36.921,96.921,2880.952,,24 1:38.094,1:38.094,98.094,2944.268,,,,#VALUE!,#VALUE!,,24 1:37.722,1:37.722,97.722,2883.699,,24 1:37.175,1:37.175,97.175,2896.535,,24 1:38.781,1:38.781,98.781,2948.153,,24 1:38.924,1:38.924,98.924,2943.163,,24 1:37.435,1:37.435,97.435,2893.282,,24 1:36.761,1:36.761,96.761,2939.413,,24 1:38.071,1:38.071,98.071,2880.259,,24 1:36.805,1:36.805,96.805,2887.173,,24 1:36.654,1:36.654,96.654,2941.168,,24 1:39.261,1:39.261,99.261,2923.032,,,,#VALUE!,#VALUE!,,24 1:36.637,1:36.637,96.637,2938.761,,,,#VALUE!,#VALUE!,,24 1:38.126,1:38.126,98.126,2943.355,,24 1:55.127,1:55.127,115.127,2916.438,,24 1:35.149,1:35.149,95.149,2909.646,,23,2457.780,319.289,326.251,324.408,332.588,343.531,356.717,338.067,384.872,328.197,341.580,386.459,391.592,384.344,,,388.394,386.734,365.991,387.449,
25 1:36.337,1:36.337,96.337,2969.938,,25 1:37.760,1:37.760,97.760,2978.712,,25 1:38.430,1:38.430,98.430,3042.698,,,,#VALUE!,#VALUE!,,25 1:37.558,1:37.558,97.558,2981.257,,25 1:37.776,1:37.776,97.776,2994.311,,25 1:39.034,1:39.034,99.034,3047.187,,25 1:39.084,1:39.084,99.084,3042.247,,25 1:37.423,1:37.423,97.423,2990.705,,25 1:36.995,1:36.995,96.995,3036.408,,25 1:37.918,1:37.918,97.918,2978.177,,25 1:36.945,1:36.945,96.945,2984.118,,25 1:37.033,1:37.033,97.033,3038.201,,25 1:38.781,1:38.781,98.781,3021.813,,,,#VALUE!,#VALUE!,,25 1:37.073,1:37.073,97.073,3035.834,,,,#VALUE!,#VALUE!,,25 1:36.608,1:36.608,96.608,3039.963,,25 1:35.432,1:35.432,95.432,3011.87,,25 1:35.673,1:35.673,95.673,3005.319,,24,2564.640,308.961,316.312,315.619,322.533,351.798,345.006,328.642,374.773,319.059,331.895,378.523,383.513,374.121,,,379.628,376.528,358.392,378.715,
26 1:36.437,1:36.437,96.437,3066.375,,26 1:37.689,1:37.689,97.689,3076.401,,26 1:38.485,1:38.485,98.485,3141.183,,,,#VALUE!,#VALUE!,,26 P 1:40.917,1:40.917,100.917,3082.174,,26 1:37.364,1:37.364,97.364,3091.675,,26 1:38.958,1:38.958,98.958,3146.145,,26 1:38.611,1:38.611,98.611,3140.858,,26 1:37.289,1:37.289,97.289,3087.994,,26 1:37.307,1:37.307,97.307,3133.715,,26 P 1:43.175,1:43.175,103.175,3081.352,,26 1:37.137,1:37.137,97.137,3081.255,,26 1:37.145,1:37.145,97.145,3135.346,,26 1:39.042,1:39.042,99.042,3120.855,,,,#VALUE!,#VALUE!,,26 1:37.037,1:37.037,97.037,3132.871,,,,#VALUE!,#VALUE!,,26 1:36.858,1:36.858,96.858,3136.821,,26 1:35.447,1:35.447,95.447,3107.317,,26 1:35.775,1:35.775,95.775,3101.094,,25,2671.500,298.438,307.212,306.677,312.618,340.370,333.819,319.205,364.908,309.757,322.811,370.747,375.687,364.334,,,371.198,366.701,350.313,368.463,
27 1:36.654,1:36.654,96.654,3163.029,,27 1:36.843,1:36.843,96.843,3173.244,,27 1:36.590,1:36.590,96.590,3237.773,,,,#VALUE!,#VALUE!,,27 1:56.621,1:56.621,116.621,3198.795,,27 1:37.389,1:37.389,97.389,3189.064,,27 1:38.902,1:38.902,98.902,3245.047,,27 1:38.943,1:38.943,98.943,3239.801,,27 1:37.359,1:37.359,97.359,3185.353,,27 1:37.244,1:37.244,97.244,3230.959,,27 1:55.623,1:55.623,115.623,3196.975,,27 1:37.068,1:37.068,97.068,3178.323,,27 1:37.395,1:37.395,97.395,3232.741,,27 1:39.256,1:39.256,99.256,3220.111,,,,#VALUE!,#VALUE!,,27 1:37.184,1:37.184,97.184,3230.055,,,,#VALUE!,#VALUE!,,27 1:36.622,1:36.622,96.622,3233.443,,27 1:36.135,1:36.135,96.135,3203.452,,27 1:37.280,1:37.280,97.28,3198.374,,26,2778.360,288.015,298.041,302.992,302.895,328.957,322.734,309.634,355.355,303.814,313.315,362.498,367.785,354.511,,,362.823,356.986,342.495,358.461,
28 1:36.496,1:36.496,96.496,3259.525,,28 1:36.733,1:36.733,96.733,3269.977,,28 1:37.429,1:37.429,97.429,3335.202,,,,#VALUE!,#VALUE!,,28 1:35.721,1:35.721,95.721,3294.516,,28 1:37.438,1:37.438,97.438,3286.502,,28 1:38.873,1:38.873,98.873,3343.920,,28 1:38.612,1:38.612,98.612,3338.413,,28 1:37.341,1:37.341,97.341,3282.694,,28 1:37.088,1:37.088,97.088,3328.047,,28 1:36.090,1:36.090,96.09,3293.065,,28 1:36.845,1:36.845,96.845,3275.168,,28 1:37.504,1:37.504,97.504,3330.245,,28 1:39.170,1:39.170,99.17,3319.281,,,,#VALUE!,#VALUE!,,28 1:37.227,1:37.227,97.227,3327.282,,,,#VALUE!,#VALUE!,,28 1:37.472,1:37.472,97.472,3330.915,,28 1:36.295,1:36.295,96.295,3299.747,,28 1:37.564,1:37.564,97.564,3295.938,,27,2885.220,277.809,288.024,311.755,293.103,318.232,313.154,300.133,345.739,313.575,303.844,354.581,359.827,344.835,,,352.553,347.521,334.891,348.223,
29 1:36.655,1:36.655,96.655,3356.180,,29 1:36.969,1:36.969,96.969,3366.946,,29 1:37.679,1:37.679,97.679,3432.881,,,,#VALUE!,#VALUE!,,29 1:36.258,1:36.258,96.258,3390.774,,29 1:37.771,1:37.771,97.771,3384.273,,29 1:39.052,1:39.052,99.052,3442.972,,29 1:38.702,1:38.702,98.702,3437.115,,29 1:37.782,1:37.782,97.782,3380.476,,29 1:37.633,1:37.633,97.633,3425.680,,29 1:36.357,1:36.357,96.357,3389.422,,29 1:37.176,1:37.176,97.176,3372.344,,29 1:37.888,1:37.888,97.888,3428.133,,29 1:39.951,1:39.951,99.951,3419.232,,,,#VALUE!,#VALUE!,,29 1:37.319,1:37.319,97.319,3424.601,,,,#VALUE!,#VALUE!,,29 1:37.712,1:37.712,97.712,3428.627,,29 1:36.746,1:36.746,96.746,3396.493,,29 1:36.699,1:36.699,96.699,3392.637,,28,2992.080,267.445,277.897,300.985,283.088,307.667,303.858,290.614,335.967,302.436,294.422,346.333,351.840,335.202,,,343.122,338.165,327.201,338.835,
30 1:36.849,1:36.849,96.849,3453.029,,30 1:37.097,1:37.097,97.097,3464.043,,30 1:37.511,1:37.511,97.511,3530.392,,,,#VALUE!,#VALUE!,,30 1:36.243,1:36.243,96.243,3487.017,,30 1:37.946,1:37.946,97.946,3482.219,,30 1:38.894,1:38.894,98.894,3541.866,,30 1:38.499,1:38.499,98.499,3535.614,,30 1:37.643,1:37.643,97.643,3478.119,,30 1:37.361,1:37.361,97.361,3523.041,,30 1:36.225,1:36.225,96.225,3485.647,,30 1:37.010,1:37.010,97.01,3469.354,,30 1:38.014,1:38.014,98.014,3526.147,,30 1:39.183,1:39.183,99.183,3518.415,,,,#VALUE!,#VALUE!,,30 1:37.617,1:37.617,97.617,3522.218,,,,#VALUE!,#VALUE!,,30 1:38.253,1:38.253,98.253,3526.88,,30 1:36.399,1:36.399,96.399,3492.892,,30 1:36.493,1:36.493,96.493,3489.13,,29,3098.940,257.240,268.006,290.482,273.404,297.553,293.697,281.536,326.740,291.834,285.333,338.175,344.032,325.661,,,333.941,329.193,320.292,329.687,
31 1:36.761,1:36.761,96.761,3549.790,,31 1:37.118,1:37.118,97.118,3561.161,,31 1:37.495,1:37.495,97.495,3627.887,,,,#VALUE!,#VALUE!,,31 1:36.225,1:36.225,96.225,3583.242,,31 1:37.845,1:37.845,97.845,3580.064,,31 1:39.450,1:39.450,99.450,3641.316,,31 1:38.662,1:38.662,98.662,3634.276,,31 1:37.451,1:37.451,97.451,3575.570,,31 1:37.729,1:37.729,97.729,3620.770,,31 1:36.201,1:36.201,96.201,3581.848,,31 1:36.901,1:36.901,96.901,3566.255,,31 1:38.498,1:38.498,98.498,3624.645,,31 1:39.465,1:39.465,99.465,3617.88,,,,#VALUE!,#VALUE!,,31 1:37.676,1:37.676,97.676,3619.894,,,,#VALUE!,#VALUE!,,31 1:38.058,1:38.058,98.058,3624.938,,31 1:36.586,1:36.586,96.586,3589.478,,31 1:36.776,1:36.776,96.776,3585.906,,30,3205.800,247.229,258.243,279.847,263.554,287.092,283.330,272.319,317.241,281.217,276.419,329.814,336.066,316.418,,,324.592,320.347,312.615,321.080,
32 1:36.920,1:36.920,96.920,3646.710,,32 1:37.106,1:37.106,97.106,3658.267,,32 1:37.761,1:37.761,97.761,3725.648,,,,#VALUE!,#VALUE!,,32 1:36.375,1:36.375,96.375,3679.617,,32 P 1:39.482,1:39.482,99.482,3679.546,,32 P 1:41.728,1:41.728,101.728,3743.044,,32 1:38.366,1:38.366,98.366,3732.642,,32 1:37.635,1:37.635,97.635,3673.205,,32 1:38.202,1:38.202,98.202,3718.972,,32 1:36.144,1:36.144,96.144,3677.992,,32 1:37.106,1:37.106,97.106,3663.361,,32 1:38.657,1:38.657,98.657,3723.302,,32 1:40.248,1:40.248,100.248,3718.128,,,,#VALUE!,#VALUE!,,32 1:38.624,1:38.624,98.624,3718.518,,,,#VALUE!,#VALUE!,,32 1:38.748,1:38.748,98.748,3723.686,,32 1:36.601,1:36.601,96.601,3686.079,,32 1:36.744,1:36.744,96.744,3682.65,,31,3312.660,237.130,248.501,269.188,253.595,276.818,273.246,262.910,308.110,270.582,267.404,321.616,328.656,307.234,,,315.227,311.985,305.220,312.278,
33 1:37.048,1:37.048,97.048,3743.758,,33 P 1:39.409,1:39.409,99.409,3757.676,,33 1:38.166,1:38.166,98.166,3823.814,,,,#VALUE!,#VALUE!,,33 1:36.340,1:36.340,96.340,3775.957,,33 1:55.493,1:55.493,115.493,3795.039,,33 1:57.833,1:57.833,117.833,3860.877,,33 P 1:40.764,1:40.764,100.764,3833.406,,33 P 1:39.794,1:39.794,99.794,3772.999,,33 1:39.609,1:39.609,99.609,3818.581,,33 1:35.878,1:35.878,95.878,3773.87,,33 1:37.233,1:37.233,97.233,3760.594,,33 1:38.580,1:38.580,98.58,3821.882,,33 P 1:43.896,1:43.896,103.896,3822.024,,,,#VALUE!,#VALUE!,,33 1:38.692,1:38.692,98.692,3817.21,,,,#VALUE!,#VALUE!,,33 1:38.722,1:38.722,98.722,3822.408,,33 1:36.444,1:36.444,96.444,3782.523,,33 1:36.383,1:36.383,96.383,3779.033,,32,3419.520,227.190,238.747,258.472,243.841,266.559,263.130,253.685,299.452,260.097,260.026,313.122,323.524,298.998,,,306.128,303.782,298.608,304.166,
34 P 1:39.226,1:39.226,99.226,3842.984,,34 1:54.946,1:54.946,114.946,3872.622,,34 P 1:40.392,1:40.392,100.392,3924.206,,,,#VALUE!,#VALUE!,,34 1:36.262,1:36.262,96.262,3872.219,,34 1:35.255,1:35.255,95.255,3890.294,,34 1:38.671,1:38.671,98.671,3959.548,,34 1:57.831,1:57.831,117.831,3951.237,,34 1:55.043,1:55.043,115.043,3888.042,,34 P 1:39.550,1:39.550,99.550,3918.131,,34 1:36.320,1:36.320,96.32,3870.19,,34 1:36.901,1:36.901,96.901,3857.495,,34 1:37.930,1:37.930,97.93,3919.812,,34 1:57.385,1:57.385,117.385,3939.409,,,,#VALUE!,#VALUE!,,34 1:37.793,1:37.793,97.793,3915.003,,,,#VALUE!,#VALUE!,,34 1:38.003,1:38.003,98.003,3920.411,,34 1:36.707,1:36.707,96.707,3879.23,,34 1:36.704,1:36.704,96.704,3875.737,,33,3526.380,217.378,231.296,247.490,234.214,256.143,252.653,246.619,292.201,249.577,268.659,307.026,334.497,290.830,,,297.434,295.502,295.644,296.028,
35 1:55.503,1:55.503,115.503,3958.487,,35 1:33.945,1:33.945,93.945,3966.567,,35 1:56.181,1:56.181,116.181,4040.387,,,,#VALUE!,#VALUE!,,35 1:36.614,1:36.614,96.614,3968.833,,35 1:34.802,1:34.802,94.802,3985.096,,35 1:37.656,1:37.656,97.656,4057.204,,35 1:37.126,1:37.126,97.126,4048.363,,35 1:35.771,1:35.771,95.771,3983.813,,35 1:53.728,1:53.728,113.728,4031.859,,35 1:36.056,1:36.056,96.056,3966.246,,35 1:36.948,1:36.948,96.948,3954.443,,35 1:38.046,1:38.046,98.046,4017.858,,35 1:35.937,1:35.937,95.937,4035.346,,,,#VALUE!,#VALUE!,,35 1:37.626,1:37.626,97.626,4012.629,,,,#VALUE!,#VALUE!,,35 1:38.007,1:38.007,98.007,4018.418,,35 1:36.514,1:36.514,96.514,3975.744,,35 1:36.470,1:36.470,96.47,3972.207,,34,3633.240,209.744,239.382,236.950,224.255,245.990,242.497,254.802,284.891,238.979,257.054,317.997,326.308,281.763,,,290.966,286.572,306.169,287.171,
36 1:34.619,1:34.619,94.619,4053.106,,36 1:34.479,1:34.479,94.479,4061.046,,36 1:35.497,1:35.497,95.497,4135.884,,,,#VALUE!,#VALUE!,,36 1:35.896,1:35.896,95.896,4064.729,,36 1:35.128,1:35.128,95.128,4080.224,,36 1:37.283,1:37.283,97.283,4154.487,,36 1:36.983,1:36.983,96.983,4145.346,,36 1:35.353,1:35.353,95.353,4079.166,,36 1:35.973,1:35.973,95.973,4127.832,,36 1:36.681,1:36.681,96.681,4062.927,,36 P 1:39.310,1:39.310,99.31,4053.753,,36 1:38.078,1:38.078,98.078,4115.936,,36 1:35.858,1:35.858,95.858,4131.204,,,,#VALUE!,#VALUE!,,36 1:37.103,1:37.103,97.103,4109.732,,,,#VALUE!,#VALUE!,,36 1:38.257,1:38.257,98.257,4116.675,,36 1:36.191,1:36.191,96.191,4071.935,,36 1:36.468,1:36.468,96.468,4068.675,,35,3740.100,218.387,226.467,226.146,214.343,235.644,232.107,243.713,291.759,228.733,244.996,308.263,317.104,272.529,,,300.287,277.758,295.246,278.318,
37 1:34.970,1:34.970,94.970,4148.076,,37 1:34.808,1:34.808,94.808,4155.854,,37 1:36.103,1:36.103,96.103,4231.987,,,,#VALUE!,#VALUE!,,37 1:36.412,1:36.412,96.412,4161.141,,37 1:35.400,1:35.400,95.4,4175.624,,37 1:38.426,1:38.426,98.426,4252.913,,37 1:38.763,1:38.763,98.763,4244.109,,37 1:35.381,1:35.381,95.381,4174.547,,37 1:36.284,1:36.284,96.284,4224.116,,37 1:36.135,1:36.135,96.135,4159.062,,37 1:55.063,1:55.063,115.063,4168.816,,37 1:37.662,1:37.662,97.662,4213.598,,37 1:35.933,1:35.933,95.933,4227.137,,,,#VALUE!,#VALUE!,,37 1:37.419,1:37.419,97.419,4207.151,,,,#VALUE!,#VALUE!,,37 1:37.602,1:37.602,97.602,4214.277,,37 1:36.622,1:36.622,96.622,4168.557,,37 P 1:38.830,1:38.830,98.83,4167.505,,36,3846.960,206.146,214.086,215.967,206.793,224.975,221.715,232.206,280.872,217.769,233.264,298.386,307.527,262.772,,,288.924,268.976,284.244,269.715,
38 1:34.986,1:34.986,94.986,4243.062,,38 1:35.245,1:35.245,95.245,4251.099,,38 1:36.149,1:36.149,96.149,4328.136,,,,#VALUE!,#VALUE!,,38 1:35.883,1:35.883,95.883,4257.024,,38 1:35.267,1:35.267,95.267,4270.891,,38 1:36.756,1:36.756,96.756,4349.669,,38 1:36.714,1:36.714,96.714,4340.823,,38 1:35.487,1:35.487,95.487,4270.034,,38 1:36.356,1:36.356,96.356,4320.472,,38 1:36.029,1:36.029,96.029,4255.091,,38 1:33.995,1:33.995,93.995,4262.811,,38 1:37.789,1:37.789,97.789,4311.387,,38 1:36.130,1:36.130,96.13,4323.267,,,,#VALUE!,#VALUE!,,38 1:37.442,1:37.442,97.442,4304.593,,,,#VALUE!,#VALUE!,,38 1:38.000,1:38.000,98,4312.277,,38 1:37.458,1:37.458,97.458,4266.015,,38 1:53.925,1:53.925,113.925,4281.43,,37,3953.820,194.256,202.034,205.242,214.996,214.737,213.685,220.727,270.296,207.321,221.804,290.289,299.093,253.331,,,278.167,259.778,273.317,260.457,
39 1:34.494,1:34.494,94.494,4337.556,,39 1:34.990,1:34.990,94.990,4346.089,,39 1:36.250,1:36.250,96.250,4424.386,,,,#VALUE!,#VALUE!,,39 1:35.706,1:35.706,95.706,4352.730,,39 1:36.036,1:36.036,96.036,4366.927,,39 1:40.223,1:40.223,100.223,4449.892,,39 1:37.058,1:37.058,97.058,4437.881,,39 1:35.970,1:35.970,95.970,4366.004,,39 1:36.614,1:36.614,96.614,4417.086,,39 1:35.693,1:35.693,95.693,4350.784,,39 1:34.419,1:34.419,94.419,4357.23,,39 1:37.553,1:37.553,97.553,4408.94,,39 1:35.853,1:35.853,95.853,4419.12,,,,#VALUE!,#VALUE!,,39 1:37.595,1:37.595,97.595,4402.188,,,,#VALUE!,#VALUE!,,39 1:37.232,1:37.232,97.232,4409.509,,39 P 1:39.030,1:39.030,99.03,4365.045,,39 1:34.404,1:34.404,94.404,4375.834,,38,4060.680,182.382,190.419,194.411,202.131,205.335,220.750,209.354,259.792,196.344,210.211,280.143,288.989,243.913,,,267.456,250.707,262.587,251.597,
40 1:34.343,1:34.343,94.343,4431.899,,40 1:34.738,1:34.738,94.738,4440.827,,40 1:36.282,1:36.282,96.282,4520.668,,,,#VALUE!,#VALUE!,,40 1:36.249,1:36.249,96.249,4448.979,,40 1:35.888,1:35.888,95.888,4462.815,,40 1:38.072,1:38.072,98.072,4547.964,,40 1:37.580,1:37.580,97.580,4535.461,,40 1:35.808,1:35.808,95.808,4461.812,,40 1:35.844,1:35.844,95.844,4512.930,,40 1:36.341,1:36.341,96.341,4447.125,,40 1:34.396,1:34.396,94.396,4451.626,,40 1:37.542,1:37.542,97.542,4506.482,,40 1:35.705,1:35.705,95.705,4514.825,,,,#VALUE!,#VALUE!,,40 1:37.441,1:37.441,97.441,4499.629,,,,#VALUE!,#VALUE!,,40 1:37.858,1:37.858,97.858,4507.367,,40 1:54.409,1:54.409,114.409,4479.454,,40 1:34.537,1:34.537,94.537,4470.371,,39,4167.540,170.016,178.549,183.244,189.690,197.505,208.294,198.464,249.546,185.190,199.387,270.341,282.352,234.648,,,256.846,241.400,251.580,241.969,
41 1:34.273,1:34.273,94.273,4526.172,,41 1:35.030,1:35.030,95.030,4535.857,,41 P 2:23.782,2:23.782,143.782,4664.450,,,,#VALUE!,#VALUE!,,41 1:35.229,1:35.229,95.229,4544.208,,41 1:35.545,1:35.545,95.545,4558.36,,41 1:37.477,1:37.477,97.477,4645.441,,41 1:39.008,1:39.008,99.008,4634.469,,41 1:35.574,1:35.574,95.574,4557.386,,41 1:35.798,1:35.798,95.798,4608.728,,41 1:35.451,1:35.451,95.451,4542.576,,41 1:34.863,1:34.863,94.863,4546.489,,41 1:37.513,1:37.513,97.513,4603.995,,41 1:35.947,1:35.947,95.947,4610.772,,,,#VALUE!,#VALUE!,,41 1:37.297,1:37.297,97.297,4596.926,,,,#VALUE!,#VALUE!,,41 1:37.312,1:37.312,97.312,4604.679,,41 1:33.952,1:33.952,93.952,4573.406,,41 1:34.541,1:34.541,94.541,4564.912,,40,4274.400,157.499,166.427,172.725,177.226,205.054,195.971,187.412,238.530,174.579,188.415,261.061,273.564,225.229,,,246.268,232.082,240.425,232.967,
42 1:34.965,1:34.965,94.965,4621.137,,42 1:35.433,1:35.433,95.433,4631.290,,42 1:55.171,1:55.171,115.171,4779.621,,,,#VALUE!,#VALUE!,,42 1:36.217,1:36.217,96.217,4640.425,,42 1:37.548,1:37.548,97.548,4655.908,,42 1:37.014,1:37.014,97.014,4742.455,,42 1:37.129,1:37.129,97.129,4731.598,,42 1:37.292,1:37.292,97.292,4654.678,,42 1:36.556,1:36.556,96.556,4705.284,,42 1:35.797,1:35.797,95.797,4638.373,,42 1:35.293,1:35.293,95.293,4641.782,,42 1:37.968,1:37.968,97.968,4701.963,,42 1:36.374,1:36.374,96.374,4707.146,,,,#VALUE!,#VALUE!,,42 1:37.493,1:37.493,97.493,4694.419,,,,#VALUE!,#VALUE!,,42 1:38.001,1:38.001,98.001,4702.68,,42 1:34.238,1:34.238,94.238,4667.644,,42 1:35.299,1:35.299,95.299,4660.211,,41,4381.260,144.912,154.597,161.316,165.229,192.146,183.652,176.126,227.468,162.948,177.100,253.209,264.181,215.666,,,283.190,222.735,229.512,223.419,
43 1:34.303,1:34.303,94.303,4715.440,,43 1:35.099,1:35.099,95.099,4726.389,,43 1:34.900,1:34.900,94.900,4874.521,,,,#VALUE!,#VALUE!,,43 1:35.920,1:35.920,95.920,4736.345,,43 1:35.841,1:35.841,95.841,4751.749,,43 1:36.799,1:36.799,96.799,4839.254,,43 1:37.478,1:37.478,97.478,4829.076,,43 1:36.092,1:36.092,96.092,4750.770,,43 1:36.503,1:36.503,96.503,4801.787,,43 1:35.713,1:35.713,95.713,4734.086,,43 1:34.750,1:34.750,94.75,4736.532,,43 1:37.376,1:37.376,97.376,4799.339,,43 1:36.151,1:36.151,96.151,4803.297,,,,#VALUE!,#VALUE!,,43 1:37.498,1:37.498,97.498,4791.917,,,,#VALUE!,#VALUE!,,43 1:37.444,1:37.444,97.444,4800.124,,43 1:34.082,1:34.082,94.082,4761.726,,43 1:35.141,1:35.141,95.141,4755.352,,42,4488.120,133.017,143.170,150.253,153.662,179.524,172.091,166.558,217.164,152.305,167.788,243.478,254.335,206.299,,,291.501,213.843,219.026,214.560,
44 1:34.455,1:34.455,94.455,4809.895,,44 1:34.701,1:34.701,94.701,4821.090,,44 1:35.087,1:35.087,95.087,4969.608,,,,#VALUE!,#VALUE!,,44 1:36.391,1:36.391,96.391,4832.736,,44 1:35.539,1:35.539,95.539,4847.288,,44 1:37.201,1:37.201,97.201,4936.455,,44 1:40.961,1:40.961,100.961,4930.037,,44 1:35.615,1:35.615,95.615,4846.385,,44 1:36.485,1:36.485,96.485,4898.272,,44 1:35.685,1:35.685,95.685,4829.771,,44 1:34.336,1:34.336,94.336,4830.868,,44 1:37.475,1:37.475,97.475,4896.814,,44 1:36.769,1:36.769,96.769,4900.066,,,,#VALUE!,#VALUE!,,44 1:37.329,1:37.329,97.329,4889.246,,,,#VALUE!,#VALUE!,,44 1:37.507,1:37.507,97.507,4897.631,,44 1:34.337,1:34.337,94.337,4856.063,,44 1:34.834,1:34.834,94.834,4850.186,,43,4594.980,120.460,131.409,139.106,141.552,166.746,160.372,155.790,206.807,141.365,156.769,234.096,244.274,196.937,,,279.541,204.359,208.317,205.144,
45 1:34.606,1:34.606,94.606,4904.501,,45 1:34.996,1:34.996,94.996,4916.086,,45 1:35.350,1:35.350,95.350,5064.958,,,,#VALUE!,#VALUE!,,45 1:36.224,1:36.224,96.224,4928.960,,45 1:35.648,1:35.648,95.648,4942.936,,45 1:36.942,1:36.942,96.942,5033.397,,45 1:36.983,1:36.983,96.983,5027.020,,45 1:35.636,1:35.636,95.636,4942.021,,45 1:36.806,1:36.806,96.806,4995.078,,45 1:35.739,1:35.739,95.739,4925.51,,45 1:35.006,1:35.006,95.006,4925.874,,45 1:37.674,1:37.674,97.674,4994.488,,45 1:36.808,1:36.808,96.808,4996.874,,,,#VALUE!,#VALUE!,,45 1:37.250,1:37.250,97.25,4986.496,,,,#VALUE!,#VALUE!,,45 1:38.734,1:38.734,98.734,4996.365,,45 1:34.791,1:34.791,94.791,4950.854,,45 1:34.913,1:34.913,94.913,4945.099,,44,4701.840,108.055,119.250,127.931,129.028,154.223,148.346,144.545,196.432,130.896,145.448,228.197,234.615,187.406,,,267.768,194.974,198.226,195.791,
46 1:34.610,1:34.610,94.610,4999.111,,46 1:34.750,1:34.750,94.750,5010.836,,46 1:35.778,1:35.778,95.778,5160.736,,,,#VALUE!,#VALUE!,,46 1:35.635,1:35.635,95.635,5024.595,,46 1:35.755,1:35.755,95.755,5038.691,,46 1:36.997,1:36.997,96.997,5130.394,,46 1:37.091,1:37.091,97.091,5124.111,,46 1:35.827,1:35.827,95.827,5037.848,,46 1:36.350,1:36.350,96.350,5091.428,,46 1:36.778,1:36.778,96.778,5022.288,,46 1:33.841,1:33.841,93.841,5019.715,,46 1:38.332,1:38.332,98.332,5092.82,,46 1:38.169,1:38.169,98.169,5095.043,,,,#VALUE!,#VALUE!,,46 1:37.046,1:37.046,97.046,5083.542,,,,#VALUE!,#VALUE!,,46 1:39.966,1:39.966,99.966,5096.331,,46 1:34.798,1:34.798,94.798,5045.652,,46 1:35.115,1:35.115,95.115,5040.214,,45,4808.700,95.801,107.386,116.810,117.174,142.154,136.399,133.321,186.378,120.260,134.236,218.320,224.697,177.796,,,256.258,185.788,188.174,187.665,
