1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,SAR_Laptime_s,SAR_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CS_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
21 1:32.926,1:32.926,92.926,1954.401,,21 1:32.753,1:32.753,92.753,1984.432,,21 1:33.805,1:33.805,93.805,2006.477,,21 1:33.607,1:33.607,93.607,2004.434,,21 1:32.329,1:32.329,92.329,1964.361,,21 1:32.930,1:32.930,92.93,1958.132,,21 1:33.691,1:33.691,93.691,2000.509,,21 1:33.867,1:33.867,93.867,1987.611,,21 1:34.258,1:34.258,94.258,1990.866,,21 1:33.727,1:33.727,93.727,2003.166,,21 1:32.113,1:32.113,92.113,1976.83,,21 1:32.778,1:32.778,92.778,1960.372,,21 1:34.118,1:34.118,94.118,1996.312,,21 1:33.705,1:33.705,93.705,1999.791,,21 1:34.071,1:34.071,94.071,1996.976,,21 1:33.711,1:33.711,93.711,1982.819,,21 1:34.689,1:34.689,94.689,1993.095,,21 1:34.199,1:34.199,94.199,2011.228,,21 1:34.185,1:34.185,94.185,1978.105,,21 1:33.713,1:33.713,93.713,1980.75,,20,1912.237,-50.762,-20.558,-27.520,-44.643,-28.317,-25.200,-15.629,-2.798,-40.205,-47.035,-18.493,-5.419,-23.129,-9.332,-1.410,0.435,-10.043,-6.151,4.792,-13.831
22 1:32.906,1:32.906,92.906,2047.307,,22 1:32.852,1:32.852,92.852,2077.284,,22 1:43.592,1:43.592,103.592,2110.069,,22 1:43.665,1:43.665,103.665,2108.099,,22 1:32.517,1:32.517,92.517,2056.878,,22 1:32.716,1:32.716,92.716,2050.848,,22 1:41.221,1:41.221,101.221,2101.730,,22 P 1:42.357,1:42.357,102.357,2089.968,,22 P 1:42.401,1:42.401,102.401,2093.267,,22 1:42.867,1:42.867,102.867,2106.033,,22 1:32.641,1:32.641,92.641,2069.471,,22 1:32.775,1:32.775,92.775,2053.147,,22 P 1:44.467,1:44.467,104.467,2100.779,,22 1:41.307,1:41.307,101.307,2101.098,,22 1:41.546,1:41.546,101.546,2098.522,,22 1:33.715,1:33.715,93.715,2076.534,,22 1:39.455,1:39.455,99.455,2092.55,,22 1:45.281,1:45.281,105.281,2116.509,,22 1:33.359,1:33.359,93.359,2071.464,,22 1:33.326,1:33.326,93.326,2074.076,,21,2007.849,-53.448,-23.417,-31.019,-47.477,-29.744,-27.099,-16.983,-4.683,-43.488,-49.717,-20.238,-7.340,-25.030,-10.873,-3.415,-1.372,-11.537,-8.058,3.379,-14.754
23 P 1:51.938,1:51.938,111.938,2159.245,,23 1:47.989,1:47.989,107.989,2185.273,,23 1:38.214,1:38.214,98.214,2208.283,,23 1:38.596,1:38.596,98.596,2206.695,,23 1:46.891,1:46.891,106.891,2163.769,,23 1:47.104,1:47.104,107.104,2157.952,,23 1:41.202,1:41.202,101.202,2202.932,,23 1:51.928,1:51.928,111.928,2201.896,,23 1:49.315,1:49.315,109.315,2202.582,,23 1:39.557,1:39.557,99.557,2205.590,,23 1:47.724,1:47.724,107.724,2177.195,,23 1:47.406,1:47.406,107.406,2160.553,,23 1:48.784,1:48.784,108.784,2209.563,,23 1:40.564,1:40.564,100.564,2201.662,,23 1:40.199,1:40.199,100.199,2198.721,,23 1:47.822,1:47.822,107.822,2184.356,,23 1:42.852,1:42.852,102.852,2195.402,,23 1:36.788,1:36.788,96.788,2213.297,,23 1:48.783,1:48.783,108.783,2180.247,,23 1:48.602,1:48.602,108.602,2182.678,,22,2103.461,-56.154,-26.177,-33.990,-50.314,-31.997,-29.385,-10.194,2.572,-46.583,-52.613,-13.493,-1.731,-26.927,-4.939,4.638,6.608,-2.682,-2.363,13.048,-10.911
24 1:47.087,1:47.087,107.087,2266.332,,24 1:32.386,1:32.386,92.386,2277.659,,24 1:33.685,1:33.685,93.685,2301.968,,24 1:33.960,1:33.960,93.960,2300.655,,24 1:31.982,1:31.982,91.982,2255.751,,24 1:32.455,1:32.455,92.455,2250.407,,24 1:33.983,1:33.983,93.983,2296.915,,24 1:33.041,1:33.041,93.041,2294.937,,24 1:33.447,1:33.447,93.447,2296.029,,24 1:33.838,1:33.838,93.838,2299.428,,24 1:32.395,1:32.395,92.395,2269.59,,24 1:32.640,1:32.640,92.64,2253.193,,24 1:33.148,1:33.148,93.148,2302.711,,24 1:34.099,1:34.099,94.099,2295.761,,24 1:33.488,1:33.488,93.488,2292.209,,24 1:34.405,1:34.405,94.405,2278.761,,24 1:33.688,1:33.688,93.688,2289.09,,24 1:33.747,1:33.747,93.747,2307.044,,24 1:32.852,1:32.852,92.852,2273.099,,24 P 1:38.070,1:38.070,98.07,2280.748,,23,2199.073,-39.828,-13.800,-21.878,-38.520,-18.826,-16.395,3.509,6.517,-35.304,-41.121,2.823,3.859,-14.717,-0.352,7.622,9.210,10.490,2.589,14.224,-3.671
25 1:32.298,1:32.298,92.298,2358.630,,25 1:32.763,1:32.763,92.763,2370.422,,25 1:33.802,1:33.802,93.802,2395.770,,25 1:33.429,1:33.429,93.429,2394.084,,25 1:32.171,1:32.171,92.171,2347.922,,25 1:32.453,1:32.453,92.453,2342.86,,25 1:33.969,1:33.969,93.969,2390.884,,25 1:32.918,1:32.918,92.918,2387.855,,25 1:33.648,1:33.648,93.648,2389.677,,25 1:33.711,1:33.711,93.711,2393.139,,25 1:32.279,1:32.279,92.279,2361.869,,25 1:32.455,1:32.455,92.455,2345.648,,25 1:33.181,1:33.181,93.181,2395.892,,25 1:34.486,1:34.486,94.486,2390.247,,25 1:33.435,1:33.435,93.435,2385.644,,25 1:33.277,1:33.277,93.277,2372.038,,25 1:33.664,1:33.664,93.664,2382.754,,25 1:33.400,1:33.400,93.4,2400.444,,25 1:32.932,1:32.932,92.932,2366.031,,25 1:47.438,1:47.438,107.438,2388.186,,24,2294.685,-28.353,-17.026,-25.095,-41.492,-21.586,-13.937,1.344,4.743,-38.934,-44.278,0.252,2.230,-15.924,-2.476,5.970,7.283,8.026,1.076,12.359,-5.595
26 1:32.410,1:32.410,92.410,2451.040,,26 1:32.512,1:32.512,92.512,2462.934,,26 1:34.215,1:34.215,94.215,2489.985,,26 1:33.474,1:33.474,93.474,2487.558,,26 1:32.153,1:32.153,92.153,2440.075,,26 1:32.656,1:32.656,92.656,2435.516,,26 1:34.440,1:34.440,94.440,2485.324,,26 1:34.048,1:34.048,94.048,2481.903,,26 1:33.462,1:33.462,93.462,2483.139,,26 1:33.698,1:33.698,93.698,2486.837,,26 1:32.392,1:32.392,92.392,2454.261,,26 1:32.573,1:32.573,92.573,2438.221,,26 1:34.371,1:34.371,94.371,2490.263,,26 1:34.322,1:34.322,94.322,2484.569,,26 1:33.215,1:33.215,93.215,2478.859,,26 1:33.080,1:33.080,93.08,2465.118,,26 1:33.644,1:33.644,93.644,2476.398,,26 1:33.786,1:33.786,93.786,2494.23,,26 P 1:39.049,1:39.049,99.049,2465.08,,26 1:32.358,1:32.358,92.358,2480.544,,25,2390.296,-31.666,-19.874,-28.427,-44.648,-24.265,-2.110,-0.619,2.843,-42.374,-47.436,-2.441,0.588,-18.258,-4.652,3.788,5.474,5.596,-0.049,10.148,-7.542
27 1:32.515,1:32.515,92.515,2543.555,,27 1:32.161,1:32.161,92.161,2555.095,,27 1:33.555,1:33.555,93.555,2583.540,,27 1:33.780,1:33.780,93.780,2581.338,,27 1:32.162,1:32.162,92.162,2532.237,,27 P 1:37.602,1:37.602,97.602,2533.118,,27 1:33.614,1:33.614,93.614,2578.938,,27 1:33.170,1:33.170,93.170,2575.073,,27 1:33.183,1:33.183,93.183,2576.322,,27 1:33.861,1:33.861,93.861,2580.698,,27 1:32.057,1:32.057,92.057,2546.318,,27 P 1:37.282,1:37.282,97.282,2535.503,,27 1:33.379,1:33.379,93.379,2583.642,,27 1:34.825,1:34.825,94.825,2579.394,,27 1:35.172,1:35.172,95.172,2574.031,,27 1:33.109,1:33.109,93.109,2558.227,,27 1:33.485,1:33.485,93.485,2569.883,,27 1:33.561,1:33.561,93.561,2587.791,,27 1:45.964,1:45.964,105.964,2571.044,,27 1:32.595,1:32.595,92.595,2573.139,,26,2485.908,-34.868,-22.974,-31.647,-47.687,-20.828,-5.364,-2.769,0.929,-45.833,-50.392,-4.005,-0.584,-20.790,-7.049,1.650,4.077,4.355,-1.339,8.322,-9.510
28 1:39.376,1:39.376,99.376,2642.931,,28 P 1:47.036,1:47.036,107.036,2662.131,,,,,,,28 1:53.226,1:53.226,113.226,2694.564,,28 1:32.042,1:32.042,92.042,2624.279,,28 1:55.479,1:55.479,115.479,2648.597,,28 1:51.060,1:51.060,111.060,2689.998,,28 1:49.908,1:49.908,109.908,2684.981,,28 1:50.113,1:50.113,110.113,2686.435,,28 P 1:56.594,1:56.594,116.594,2697.292,,28 1:38.903,1:38.903,98.903,2645.221,,28 1:56.881,1:56.881,116.881,2652.384,,28 P 2:26.123,2:26.123,146.123,2729.765,,28 P 1:55.429,1:55.429,115.429,2694.823,,28 P 1:53.429,1:53.429,113.429,2687.46,,28 P 1:47.670,1:47.670,107.67,2665.897,,28 P 1:53.108,1:53.108,113.108,2682.991,,28 1:57.663,1:57.663,117.663,2705.454,,28 1:47.365,1:47.365,107.365,2678.409,,28 1:49.281,1:49.281,109.281,2682.42,,27,2581.520,-37.965,-26.425,-35.202,-46.017,-10.476,-8.381,-5.198,-0.822,-49.283,-48.402,-6.447,-2.582,-23.293,-7.489,-0.182,2.020,2.122,-2.126,6.271,-11.637
29 2:26.519,2:26.519,146.519,2789.450,,29 2:18.070,2:18.070,138.070,2800.201,,,,,,,29 2:07.113,2:07.113,127.113,2821.677,,29 P 2:13.364,2:13.364,133.364,2757.643,,29 2:22.836,2:22.836,142.836,2791.433,,29 2:09.131,2:09.131,129.131,2819.129,,29 2:06.579,2:06.579,126.579,2811.560,,29 2:08.086,2:08.086,128.086,2814.521,,29 2:17.277,2:17.277,137.277,2834.569,,29 2:25.594,2:25.594,145.594,2790.815,,29 2:19.655,2:19.655,139.655,2792.039,,29 2:25.263,2:25.263,145.263,2875.028,,29 2:17.985,2:17.985,137.985,2832.808,,29 2:17.564,2:17.564,137.564,2825.024,,29 2:18.203,2:18.203,138.203,2804.1,,29 2:19.346,2:19.346,139.346,2822.337,,29 P 2:10.736,2:10.736,130.736,2836.19,,29 2:08.738,2:08.738,128.738,2807.147,,29 2:07.473,2:07.473,127.473,2809.893,,28,2677.132,-34.201,-15.001,-31.911,-24.748,1.277,5.288,9.303,20.160,-52.853,-28.535,7.849,12.866,-11.235,10.328,17.432,,52.633,17.691,28.322,5.859
30 2:04.420,2:04.420,124.420,2913.870,,30 2:00.593,2:00.593,120.593,2920.794,,,,,,,30 1:53.020,1:53.020,113.020,2934.697,,30 2:18.015,2:18.015,138.015,2895.658,,30 2:05.882,2:05.882,125.882,2917.315,,30 1:55.163,1:55.163,115.163,2934.292,,30 1:58.798,1:58.798,118.798,2930.358,,30 1:58.134,1:58.134,118.134,2932.655,,30 1:47.776,1:47.776,107.776,2942.345,,30 2:05.271,2:05.271,125.271,2916.086,,30 2:07.676,2:07.676,127.676,2919.715,,30 1:43.269,1:43.269,103.269,2978.297,,30 1:48.630,1:48.630,108.63,2941.438,,30 1:54.430,1:54.430,114.43,2939.454,,30 2:01.366,2:01.366,121.366,2925.466,,30 1:54.967,1:54.967,114.967,2937.304,,30 1:59.415,1:59.415,119.415,2955.605,,30 2:00.115,2:00.115,120.115,2927.262,,30 1:59.428,1:59.428,119.428,2929.321,,29,2772.744,16.706,27.457,18.071,19.295,34.403,37.149,41.777,61.825,-15.101,18.689,38.816,46.385,31.356,52.280,48.933,,102.284,60.064,63.446,49.593
31 1:41.077,1:41.077,101.077,3014.947,,31 1:42.695,1:42.695,102.695,3023.489,,,,,,,31 1:51.085,1:51.085,111.085,3045.782,,31 1:57.513,1:57.513,117.513,3013.171,,31 1:42.757,1:42.757,102.757,3020.072,,31 1:49.074,1:49.074,109.074,3043.366,,31 1:47.287,1:47.287,107.287,3037.645,,31 1:49.088,1:49.088,109.088,3041.743,,31 1:51.157,1:51.157,111.157,3053.502,,31 1:42.140,1:42.140,102.14,3018.226,,31 1:42.547,1:42.547,102.547,3022.262,,31 P 1:40.373,1:40.373,100.373,3078.67,,31 1:51.013,1:51.013,111.013,3052.451,,31 1:51.522,1:51.522,111.522,3050.976,,31 1:42.763,1:42.763,102.763,3028.229,,31 1:51.067,1:51.067,111.067,3048.371,,31 1:42.586,1:42.586,102.586,3058.191,,31 1:43.529,1:43.529,103.529,3030.791,,31 1:46.613,1:46.613,106.613,3035.934,,30,2868.356,45.514,52.438,47.730,51.359,58.906,60.965,64.299,73.989,27.302,48.959,62.002,65.936,57.110,71.098,66.341,,109.941,73.082,87.249,68.948
32 2:35.033,2:35.033,155.033,3169.980,,32 2:27.689,2:27.689,147.689,3171.178,,,,,,,32 2:09.454,2:09.454,129.454,3175.236,,32 2:36.640,2:36.640,156.640,3169.811,,32 2:30.441,2:30.441,150.441,3170.513,,32 2:10.975,2:10.975,130.975,3174.341,,32 2:15.401,2:15.401,135.401,3173.046,,32 2:11.634,2:11.634,131.634,3173.377,,32 2:04.501,2:04.501,124.501,3178.003,,32 2:32.066,2:32.066,152.066,3170.292,,32 2:28.743,2:28.743,148.743,3171.005,,32 1:55.086,1:55.086,115.086,3193.756,,32 2:04.299,2:04.299,124.299,3176.75,,32 2:05.311,2:05.311,125.311,3176.287,,32 2:23.555,2:23.555,143.555,3171.784,,32 2:07.331,2:07.331,127.331,3175.702,,32 2:01.903,2:01.903,121.903,3180.094,,32 2:21.263,2:21.263,141.263,3172.054,,32 2:16.684,2:16.684,136.684,3172.618,,31,2963.968,50.979,59.521,54.258,58.294,66.823,71.966,77.775,89.534,49.203,56.104,73.677,79.398,64.261,87.008,81.814,,114.702,88.483,94.223,84.403
33 1:32.227,1:32.227,92.227,3262.207,,33 1:33.589,1:33.589,93.589,3264.767,,,,,,,33 1:33.921,1:33.921,93.921,3269.157,,33 1:31.157,1:31.157,91.157,3260.968,,33 1:33.248,1:33.248,93.248,3263.761,,33 1:34.561,1:34.561,94.561,3268.902,,33 1:34.811,1:34.811,94.811,3267.857,,33 1:34.900,1:34.900,94.900,3268.277,,33 1:33.033,1:33.033,93.033,3271.036,,33 1:32.787,1:32.787,92.787,3263.079,,33 1:33.197,1:33.197,93.197,3264.202,,33 1:31.774,1:31.774,91.774,3285.53,,33 1:33.618,1:33.618,93.618,3270.368,,33 1:34.031,1:34.031,94.031,3270.318,,33 1:34.127,1:34.127,94.127,3265.911,,33 1:33.784,1:33.784,93.784,3269.486,,33 1:33.009,1:33.009,93.009,3273.103,,33 1:34.087,1:34.087,94.087,3266.141,,33 1:34.455,1:34.455,94.455,3267.073,,32,3059.580,110.400,111.598,110.712,111.425,112.474,113.038,113.797,118.423,110.231,110.933,113.466,114.761,112.204,116.707,115.656,,134.176,117.170,120.514,116.122
34 1:31.611,1:31.611,91.611,3353.818,,34 1:32.188,1:32.188,92.188,3356.955,,,,,,,34 1:33.497,1:33.497,93.497,3362.654,,34 1:31.289,1:31.289,91.289,3352.257,,34 1:32.143,1:32.143,92.143,3355.904,,34 1:33.201,1:33.201,93.201,3362.103,,34 1:32.734,1:32.734,92.734,3360.591,,34 1:33.068,1:33.068,93.068,3361.345,,34 1:33.559,1:33.559,93.559,3364.595,,34 1:31.499,1:31.499,91.499,3354.578,,34 1:32.109,1:32.109,92.109,3356.311,,34 1:32.230,1:32.230,92.23,3377.76,,34 1:33.078,1:33.078,93.078,3363.446,,34 1:33.890,1:33.890,93.89,3364.208,,34 1:33.232,1:33.232,93.232,3359.143,,34 1:33.438,1:33.438,93.438,3362.924,,34 1:33.392,1:33.392,93.392,3366.495,,34 1:32.268,1:32.268,92.268,3358.409,,34 1:32.762,1:32.762,92.762,3359.835,,33,3155.191,107.016,109.576,107.888,109.011,110.950,111.882,113.086,115.845,105.777,108.570,112.666,113.711,110.720,115.127,113.966,,130.339,115.177,117.912,114.295
35 1:31.409,1:31.409,91.409,3445.227,,35 1:31.589,1:31.589,91.589,3448.544,,,,,,,35 1:32.855,1:32.855,92.855,3455.509,,35 1:31.391,1:31.391,91.391,3443.648,,35 1:31.372,1:31.372,91.372,3447.276,,35 1:32.863,1:32.863,92.863,3454.966,,35 1:32.445,1:32.445,92.445,3453.036,,35 1:32.671,1:32.671,92.671,3454.016,,35 1:32.950,1:32.950,92.950,3457.545,,35 1:31.449,1:31.449,91.449,3446.027,,35 1:31.423,1:31.423,91.423,3447.734,,35 1:31.993,1:31.993,91.993,3469.753,,35 1:33.115,1:33.115,93.115,3456.561,,35 1:32.985,1:32.985,92.985,3457.193,,35 1:32.318,1:32.318,92.318,3451.461,,35 1:33.184,1:33.184,93.184,3456.108,,35 1:32.922,1:32.922,92.922,3459.417,,35 1:31.385,1:31.385,91.385,3449.794,,35 1:32.277,1:32.277,92.277,3452.112,,34,3250.803,103.015,106.152,103.775,105.508,107.606,109.032,110.542,113.792,101.454,105.101,109.788,111.300,108.340,113.405,111.851,,126.957,112.643,115.692,112.121
36 1:31.456,1:31.456,91.456,3536.683,,36 1:32.184,1:32.184,92.184,3540.728,,,,,,,36 1:33.157,1:33.157,93.157,3548.666,,36 1:31.133,1:31.133,91.133,3534.781,,36 1:32.202,1:32.202,92.202,3539.478,,36 1:32.878,1:32.878,92.878,3547.844,,36 1:32.348,1:32.348,92.348,3545.384,,36 1:32.311,1:32.311,92.311,3546.327,,36 1:33.354,1:33.354,93.354,3550.899,,36 1:31.864,1:31.864,91.864,3537.891,,36 1:32.105,1:32.105,92.105,3539.839,,36 1:32.206,1:32.206,92.206,3561.959,,36 1:33.291,1:33.291,93.291,3549.852,,36 1:33.250,1:33.250,93.25,3550.443,,36 1:32.388,1:32.388,92.388,3543.849,,36 1:33.258,1:33.258,93.258,3549.366,,36 1:33.229,1:33.229,93.229,3552.646,,36 1:32.240,1:32.240,92.24,3542.034,,36 1:32.345,1:32.345,92.345,3544.457,,35,3346.415,98.812,102.129,99.612,101.319,103.379,105.697,107.601,111.130,97.233,100.861,106.621,108.551,105.046,110.778,109.094,,123.338,110.146,113.002,109.693
37 1:31.377,1:31.377,91.377,3628.060,,37 1:32.553,1:32.553,92.553,3633.281,,,,,,,37 1:33.054,1:33.054,93.054,3641.720,,37 1:31.074,1:31.074,91.074,3625.855,,37 1:32.035,1:32.035,92.035,3631.513,,37 1:32.785,1:32.785,92.785,3640.629,,37 1:32.610,1:32.610,92.610,3637.994,,37 1:32.406,1:32.406,92.406,3638.733,,37 1:33.145,1:33.145,93.145,3644.044,,37 1:31.841,1:31.841,91.841,3629.732,,37 1:32.315,1:32.315,92.315,3632.154,,37 1:31.985,1:31.985,91.985,3653.944,,37 1:32.894,1:32.894,92.894,3642.746,,37 1:33.084,1:33.084,93.084,3643.527,,37 1:31.906,1:31.906,91.906,3635.755,,37 1:32.951,1:32.951,92.951,3642.317,,37 1:32.950,1:32.950,92.95,3645.596,,37 1:31.937,1:31.937,91.937,3633.971,,37 1:32.275,1:32.275,92.275,3636.732,,36,3442.027,94.656,98.701,95.864,97.812,100.007,102.430,104.300,108.872,92.754,97.451,103.357,105.817,101.822,108.416,106.639,,119.932,107.825,110.619,107.339
38 1:31.526,1:31.526,91.526,3719.586,,38 1:31.664,1:31.664,91.664,3724.945,,,,,,,38 1:32.997,1:32.997,92.997,3734.717,,38 1:31.134,1:31.134,91.134,3716.989,,38 1:31.673,1:31.673,91.673,3723.186,,38 1:32.989,1:32.989,92.989,3733.618,,38 1:32.392,1:32.392,92.392,3730.386,,38 1:32.221,1:32.221,92.221,3730.954,,38 1:32.789,1:32.789,92.789,3736.833,,38 1:31.753,1:31.753,91.753,3721.485,,38 1:31.366,1:31.366,91.366,3723.52,,38 1:32.074,1:32.074,92.074,3746.018,,38 1:32.953,1:32.953,92.953,3735.699,,38 1:32.881,1:32.881,92.881,3736.408,,38 1:31.724,1:31.724,91.724,3727.479,,38 1:32.919,1:32.919,92.919,3735.236,,38 1:33.007,1:33.007,93.007,3738.603,,38 1:31.772,1:31.772,91.772,3725.743,,38 1:32.291,1:32.291,92.291,3729.023,,37,3537.639,90.421,95.642,92.093,94.515,96.332,99.093,101.094,106.405,88.216,93.874,100.355,102.990,98.116,105.888,104.081,,116.305,105.107,107.957,104.678
39 1:31.336,1:31.336,91.336,3810.922,,39 1:32.195,1:32.195,92.195,3817.140,,,,,,,39 1:33.499,1:33.499,93.499,3828.216,,39 1:31.192,1:31.192,91.192,3808.181,,39 1:32.617,1:32.617,92.617,3815.803,,39 1:33.007,1:33.007,93.007,3826.625,,39 1:32.521,1:32.521,92.521,3822.907,,39 1:32.660,1:32.660,92.660,3823.614,,39 1:32.919,1:32.919,92.919,3829.752,,39 1:31.561,1:31.561,91.561,3813.046,,39 1:32.198,1:32.198,92.198,3815.718,,39 1:32.318,1:32.318,92.318,3838.336,,39 1:33.092,1:33.092,93.092,3828.791,,39 1:33.136,1:33.136,93.136,3829.544,,39 1:32.204,1:32.204,92.204,3819.683,,39 1:33.309,1:33.309,93.309,3828.545,,39 1:33.012,1:33.012,93.012,3831.615,,39 1:32.167,1:32.167,92.167,3817.91,,39 1:32.248,1:32.248,92.248,3821.271,,38,3633.251,86.335,91.694,88.234,90.269,92.492,95.772,97.703,103.582,83.738,89.935,97.135,100.367,94.228,103.157,101.466,,112.767,102.448,105.352,101.985
40 1:31.487,1:31.487,91.487,3902.409,,40 1:32.645,1:32.645,92.645,3909.785,,,,,,,40 1:32.765,1:32.765,92.765,3920.981,,40 1:31.222,1:31.222,91.222,3899.403,,40 P 1:40.795,1:40.795,100.795,3916.598,,40 1:32.786,1:32.786,92.786,3919.411,,40 1:32.581,1:32.581,92.581,3915.488,,40 1:32.482,1:32.482,92.482,3916.096,,40 1:34.389,1:34.389,94.389,3924.141,,40 1:31.652,1:31.652,91.652,3904.698,,40 1:32.455,1:32.455,92.455,3908.173,,40 1:32.462,1:32.462,92.462,3930.798,,40 1:32.346,1:32.346,92.346,3921.137,,40 1:33.462,1:33.462,93.462,3923.006,,40 1:32.798,1:32.798,92.798,3912.481,,40 1:33.703,1:33.703,93.703,3922.248,,40 1:33.527,1:33.527,93.527,3925.142,,40 1:32.530,1:32.530,92.53,3910.44,,40 1:32.277,1:32.277,92.277,3913.548,,39,3728.863,82.059,88.277,84.183,86.855,89.047,92.408,94.751,100.889,79.318,86.940,94.044,97.762,90.820,100.681,99.353,,109.473,99.928,102.752,99.682
41 1:31.375,1:31.375,91.375,3993.784,,41 1:32.137,1:32.137,92.137,4001.922,,,,,,,41 1:33.642,1:33.642,93.642,4014.623,,41 1:31.059,1:31.059,91.059,3990.462,,41 1:53.723,1:53.723,113.723,4030.321,,41 1:33.001,1:33.001,93.001,4012.412,,41 1:32.575,1:32.575,92.575,4008.063,,41 1:32.867,1:32.867,92.867,4008.963,,41 1:32.160,1:32.160,92.160,4016.301,,41 1:31.346,1:31.346,91.346,3996.044,,41 1:32.006,1:32.006,92.006,4000.179,,41 1:32.336,1:32.336,92.336,4023.134,,41 1:32.637,1:32.637,92.637,4013.774,,41 1:32.854,1:32.854,92.854,4015.86,,41 1:32.177,1:32.177,92.177,4004.658,,41 1:32.896,1:32.896,92.896,4015.144,,41 1:33.044,1:33.044,93.044,4018.186,,41 1:32.143,1:32.143,92.143,4002.583,,41 1:32.648,1:32.648,92.648,4006.196,,40,3824.474,77.935,85.311,80.224,83.699,85.966,89.074,91.622,99.667,74.929,92.124,91.014,94.937,88.007,98.532,96.507,,106.324,96.663,100.668,97.774
42 1:31.455,1:31.455,91.455,4085.239,,42 1:31.513,1:31.513,91.513,4093.435,,,,,,,42 1:32.947,1:32.947,92.947,4107.570,,42 1:31.340,1:31.340,91.340,4081.802,,42 1:30.643,1:30.643,90.643,4120.964,,42 1:32.627,1:32.627,92.627,4105.039,,42 1:32.311,1:32.311,92.311,4100.374,,42 1:32.180,1:32.180,92.180,4101.143,,42 1:32.584,1:32.584,92.584,4108.885,,42 1:31.500,1:31.500,91.5,4087.544,,42 1:31.581,1:31.581,91.581,4091.76,,42 1:32.300,1:32.300,92.3,4115.434,,42 1:32.214,1:32.214,92.214,4105.988,,42 1:32.680,1:32.680,92.68,4108.54,,42 1:31.943,1:31.943,91.943,4096.601,,42 1:32.777,1:32.777,92.777,4107.921,,42 1:32.858,1:32.858,92.858,4111.044,,42 1:31.672,1:31.672,91.672,4094.255,,42 1:32.167,1:32.167,92.167,4098.363,,41,3920.086,73.698,81.836,75.958,80.093,82.497,86.110,88.877,96.215,70.376,110.235,87.977,92.326,84.572,95.774,94.537,,103.048,93.688,98.100,95.058
43 1:31.435,1:31.435,91.435,4176.674,,43 1:31.405,1:31.405,91.405,4184.840,,,,,,,43 1:32.681,1:32.681,92.681,4200.251,,43 1:31.066,1:31.066,91.066,4172.868,,43 1:30.634,1:30.634,90.634,4211.598,,43 1:32.504,1:32.504,92.504,4197.543,,43 1:32.280,1:32.280,92.280,4192.654,,43 1:32.229,1:32.229,92.229,4193.372,,43 1:32.958,1:32.958,92.958,4201.843,,43 1:31.632,1:31.632,91.632,4179.176,,43 1:31.052,1:31.052,91.052,4182.812,,43 1:32.087,1:32.087,92.087,4207.521,,43 1:32.638,1:32.638,92.638,4198.626,,43 1:32.769,1:32.769,92.769,4201.309,,43 1:31.909,1:31.909,91.909,4188.51,,43 1:32.818,1:32.818,92.818,4200.739,,43 1:32.748,1:32.748,92.748,4203.792,,43 1:31.417,1:31.417,91.417,4185.672,,43 1:31.921,1:31.921,91.921,4190.284,,42,4015.698,69.541,77.737,71.846,76.062,78.557,82.665,85.445,93.187,66.104,105.266,84.676,89.341,80.903,92.842,91.872,,99.736,90.290,95.346,92.223
