1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,SAR_Laptime_s,SAR_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CS_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
44 1:31.452,1:31.452,91.452,4268.126,,44 1:31.509,1:31.509,91.509,4276.349,,,,,,,44 1:32.778,1:32.778,92.778,4293.029,,44 1:31.180,1:31.180,91.180,4264.048,,44 1:30.752,1:30.752,90.752,4302.35,,44 1:32.855,1:32.855,92.855,4290.398,,44 1:32.483,1:32.483,92.483,4285.137,,44 1:32.264,1:32.264,92.264,4285.636,,44 1:32.524,1:32.524,92.524,4294.367,,44 1:31.554,1:31.554,91.554,4270.73,,44 1:31.362,1:31.362,91.362,4274.174,,44 1:32.287,1:32.287,92.287,4299.808,,44 1:32.457,1:32.457,92.457,4291.083,,44 1:32.957,1:32.957,92.957,4294.266,,44 1:31.915,1:31.915,91.915,4280.425,,44 1:33.010,1:33.010,93.01,4293.749,,44 1:32.947,1:32.947,92.947,4296.739,,44 1:31.511,1:31.511,91.511,4277.183,,44 1:33.698,1:33.698,93.698,4283.982,,43,4111.310,65.364,73.530,67.866,71.502,74.362,78.974,82.062,90.533,61.558,100.288,81.344,86.233,77.200,89.999,88.941,,96.211,87.316,92.482,89.429
45 1:31.537,1:31.537,91.537,4359.663,,45 1:31.532,1:31.532,91.532,4367.881,,,,,,,45 1:32.565,1:32.565,92.565,4385.594,,45 1:31.068,1:31.068,91.068,4355.116,,45 1:31.286,1:31.286,91.286,4393.636,,45 1:32.981,1:32.981,92.981,4383.379,,45 1:33.348,1:33.348,93.348,4378.485,,45 1:33.052,1:33.052,93.052,4378.688,,45 1:32.836,1:32.836,92.836,4387.203,,45 1:31.378,1:31.378,91.378,4362.108,,45 1:31.501,1:31.501,91.501,4365.675,,45 1:32.279,1:32.279,92.279,4392.087,,45 1:32.474,1:32.474,92.474,4383.557,,45 1:34.020,1:34.020,94.02,4388.286,,45 1:32.077,1:32.077,92.077,4372.502,,45 1:32.774,1:32.774,92.774,4386.523,,45 1:33.026,1:33.026,93.026,4389.765,,45 1:31.479,1:31.479,91.479,4368.662,,45 1:32.131,1:32.131,92.131,4376.113,,44,4206.922,61.204,69.427,63.808,67.252,70.261,77.060,78.714,87.445,57.126,95.428,78.215,83.476,73.503,87.344,86.107,,92.886,84.161,89.817,86.827
46 1:31.788,1:31.788,91.788,4451.451,,46 1:31.681,1:31.681,91.681,4459.562,,,,,,,46 1:32.801,1:32.801,92.801,4478.395,,46 1:31.352,1:31.352,91.352,4446.468,,46 1:31.080,1:31.080,91.08,4484.716,,46 1:34.341,1:34.341,94.341,4477.720,,46 1:33.497,1:33.497,93.497,4471.982,,46 1:33.592,1:33.592,93.592,4472.280,,46 1:32.451,1:32.451,92.451,4479.654,,46 1:31.537,1:31.537,91.537,4453.645,,46 1:31.348,1:31.348,91.348,4457.023,,46 1:33.068,1:33.068,93.068,4485.155,,46 1:32.667,1:32.667,92.667,4476.224,,46 1:32.845,1:32.845,92.845,4481.131,,46 1:32.025,1:32.025,92.025,4464.527,,46 1:32.591,1:32.591,92.591,4479.114,,46 1:32.908,1:32.908,92.908,4482.673,,46 1:31.679,1:31.679,91.679,4460.341,,46 1:32.304,1:32.304,92.304,4468.417,,45,4302.534,57.129,65.347,59.574,63.141,66.128,73.579,76.154,84.669,52.582,91.102,75.951,80.845,69.968,85.752,83.060,,89.553,81.023,87.231,83.989
47 1:31.513,1:31.513,91.513,4542.964,,47 1:31.369,1:31.369,91.369,4550.931,,,,,,,47 1:32.660,1:32.660,92.660,4571.055,,47 1:31.423,1:31.423,91.423,4537.891,,47 1:31.641,1:31.641,91.641,4576.357,,47 1:32.767,1:32.767,92.767,4570.487,,47 1:33.316,1:33.316,93.316,4565.298,,47 1:33.120,1:33.120,93.120,4565.400,,47 1:32.442,1:32.442,92.442,4572.096,,47 1:31.627,1:31.627,91.627,4545.272,,47 1:31.523,1:31.523,91.523,4548.546,,47 1:32.989,1:32.989,92.989,4578.144,,47 1:32.184,1:32.184,92.184,4568.408,,47 1:32.567,1:32.567,92.567,4573.698,,47 1:32.006,1:32.006,92.006,4556.533,,47 1:32.781,1:32.781,92.781,4571.895,,47 1:32.888,1:32.888,92.888,4575.561,,47 1:31.330,1:31.330,91.33,4551.671,,47 1:32.198,1:32.198,92.198,4560.615,,46,4398.146,53.305,61.416,55.499,58.877,62.195,70.271,74.134,81.508,48.322,86.570,73.836,79.574,66.381,82.985,80.249,,87.009,78.078,84.527,80.968
48 1:31.261,1:31.261,91.261,4634.225,,48 1:31.549,1:31.549,91.549,4642.480,,,,,,,48 1:32.552,1:32.552,92.552,4663.607,,48 1:31.135,1:31.135,91.135,4629.026,,48 1:31.828,1:31.828,91.828,4668.185,,48 1:32.628,1:32.628,92.628,4663.115,,48 1:33.946,1:33.946,93.946,4659.244,,48 1:33.044,1:33.044,93.044,4658.444,,48 1:32.935,1:32.935,92.935,4665.031,,48 1:31.227,1:31.227,91.227,4636.499,,48 1:31.392,1:31.392,91.392,4639.938,,48 1:32.384,1:32.384,92.384,4670.528,,48 1:32.298,1:32.298,92.298,4660.706,,48 1:33.013,1:33.013,93.013,4666.711,,48 1:32.010,1:32.010,92.01,4648.543,,48 1:34.209,1:34.209,94.209,4666.104,,48 1:33.421,1:33.421,93.421,4668.982,,48 1:31.626,1:31.626,91.626,4643.297,,48 1:32.175,1:32.175,92.175,4652.79,,47,4493.757,49.207,57.174,51.515,54.789,57.914,66.858,71.643,78.339,44.134,82.600,71.541,76.730,62.776,79.941,77.298,,84.387,74.651,81.804,78.138
49 1:31.597,1:31.597,91.597,4725.822,,49 1:31.396,1:31.396,91.396,4733.876,,,,,,,49 1:32.646,1:32.646,92.646,4756.253,,49 1:31.177,1:31.177,91.177,4720.203,,49 1:31.950,1:31.950,91.95,4760.135,,49 1:32.720,1:32.720,92.720,4755.835,,49 1:32.831,1:32.831,92.831,4752.075,,49 1:32.303,1:32.303,92.303,4750.747,,49 1:32.342,1:32.342,92.342,4757.373,,49 1:31.318,1:31.318,91.318,4727.817,,49 1:31.415,1:31.415,91.415,4731.353,,49 1:32.344,1:32.344,92.344,4762.872,,49 1:32.474,1:32.474,92.474,4753.18,,49 1:32.720,1:32.720,92.72,4759.431,,49 1:32.164,1:32.164,92.164,4740.707,,49 1:32.938,1:32.938,92.938,4759.042,,49 1:33.186,1:33.186,93.186,4762.168,,49 1:31.432,1:31.432,91.432,4734.729,,49 1:32.120,1:32.120,92.12,4744.91,,48,4589.369,44.856,53.111,47.130,50.569,53.928,63.421,69.075,75.662,39.657,78.816,69.875,73.746,59.174,77.342,74.238,,81.159,71.337,79.613,76.735
50 1:31.338,1:31.338,91.338,4817.160,,50 1:31.735,1:31.735,91.735,4825.611,,,,,,,50 1:32.755,1:32.755,92.755,4849.008,,50 1:31.227,1:31.227,91.227,4811.430,,50 1:32.375,1:32.375,92.375,4852.51,,50 1:32.492,1:32.492,92.492,4848.327,,50 1:32.185,1:32.185,92.185,4844.260,,50 1:32.070,1:32.070,92.070,4842.817,,50 1:31.991,1:31.991,91.991,4849.364,,50 1:31.936,1:31.936,91.936,4819.753,,50 1:31.546,1:31.546,91.546,4822.899,,50 1:32.395,1:32.395,92.395,4855.267,,50 1:32.144,1:32.144,92.144,4845.324,,50 1:33.033,1:33.033,93.033,4852.464,,50 1:31.952,1:31.952,91.952,4832.659,,50 1:32.522,1:32.522,92.522,4851.564,,50 1:32.460,1:32.460,92.46,4854.628,,50 1:31.625,1:31.625,91.625,4826.354,,50 1:32.438,1:32.438,92.438,4837.348,,49,4684.981,40.841,48.895,42.836,46.372,49.748,59.929,65.766,72.392,35.222,75.154,67.094,70.854,55.726,74.450,71.272,,77.891,68.199,77.187,74.061
51 1:31.284,1:31.284,91.284,4908.444,,51 1:31.519,1:31.519,91.519,4917.130,,,,,,,51 1:34.142,1:34.142,94.142,4943.150,,51 1:31.080,1:31.080,91.080,4902.510,,51 1:32.849,1:32.849,92.849,4945.359,,51 1:32.522,1:32.522,92.522,4940.849,,51 1:32.037,1:32.037,92.037,4936.297,,51 1:31.997,1:31.997,91.997,4934.814,,51 1:33.951,1:33.951,93.951,4943.315,,51 1:31.223,1:31.223,91.223,4910.976,,51 1:31.039,1:31.039,91.039,4913.938,,51 1:32.433,1:32.433,92.433,4947.7,,51 1:32.044,1:32.044,92.044,4937.368,,51 1:32.486,1:32.486,92.486,4944.95,,51 1:32.070,1:32.070,92.07,4924.729,,51 1:32.611,1:32.611,92.611,4944.175,,51 1:32.666,1:32.666,92.666,4947.294,,51 1:31.500,1:31.500,91.5,4917.854,,51 1:32.053,1:32.053,92.053,4929.401,,50,4780.593,36.567,45.018,39.160,42.306,45.761,56.755,62.224,68.771,30.837,71.917,63.667,67.734,52.066,71.871,68.415,,74.674,64.731,74.035,70.971
52 1:31.428,1:31.428,91.428,4999.872,,52 1:31.530,1:31.530,91.530,5008.660,,,,,,,52 1:35.038,1:35.038,95.038,5038.188,,52 1:31.244,1:31.244,91.244,4993.754,,52 1:33.862,1:33.862,93.862,5039.221,,52 1:32.643,1:32.643,92.643,5033.492,,52 1:32.104,1:32.104,92.104,5028.401,,52 1:31.885,1:31.885,91.885,5026.699,,52 1:33.206,1:33.206,93.206,5036.521,,52 1:31.779,1:31.779,91.779,5002.755,,52 1:31.363,1:31.363,91.363,5005.301,,52 1:33.125,1:33.125,93.125,5040.825,,52 1:32.403,1:32.403,92.403,5029.771,,52 1:33.717,1:33.717,93.717,5038.667,,52 1:32.023,1:32.023,92.023,5016.752,,52 1:33.156,1:33.156,93.156,5037.331,,52 1:32.605,1:32.605,92.605,5039.899,,52 1:31.696,1:31.696,91.696,5009.55,,52 1:32.185,1:32.185,92.185,5021.586,,51,4876.205,32.239,40.925,34.771,37.733,41.649,53.196,58.609,67.110,26.305,69.154,60.092,64.644,48.524,68.745,66.945,,71.495,61.163,71.089,67.970
53 1:31.473,1:31.473,91.473,5091.345,,53 1:31.316,1:31.316,91.316,5099.976,,,,,,,53 P 1:46.697,1:46.697,106.697,5144.885,,53 1:31.251,1:31.251,91.251,5085.005,,53 1:32.610,1:32.610,92.61,5131.831,,53 1:32.256,1:32.256,92.256,5125.748,,53 1:32.205,1:32.205,92.205,5120.606,,53 1:32.157,1:32.157,92.157,5118.856,,53 1:31.973,1:31.973,91.973,5128.494,,53 1:31.455,1:31.455,91.455,5094.21,,53 1:31.567,1:31.567,91.567,5096.868,,53 1:32.704,1:32.704,92.704,5133.529,,53 1:32.534,1:32.534,92.534,5122.305,,53 1:32.695,1:32.695,92.695,5131.362,,53 1:31.955,1:31.955,91.955,5108.707,,53 1:32.922,1:32.922,92.922,5130.253,,53 1:32.853,1:32.853,92.853,5132.752,,53 1:31.372,1:31.372,91.372,5100.922,,53 1:33.394,1:33.394,93.394,5114.98,,52,4971.817,28.055,36.843,30.938,33.484,37.733,49.769,54.882,64.704,21.937,67.404,56.584,61.675,44.935,66.850,66.371,,69.008,57.954,68.082,65.514
54 1:31.546,1:31.546,91.546,5182.891,,54 1:31.178,1:31.178,91.178,5191.154,,,,,,,54 1:46.898,1:46.898,106.898,5251.783,,54 1:31.276,1:31.276,91.276,5176.281,,54 1:31.932,1:31.932,91.932,5223.763,,54 1:32.285,1:32.285,92.285,5218.033,,54 1:32.267,1:32.267,92.267,5212.873,,54 1:31.733,1:31.733,91.733,5210.589,,54 1:31.742,1:31.742,91.742,5220.236,,54 1:31.592,1:31.592,91.592,5185.802,,54 1:31.325,1:31.325,91.325,5188.193,,54 1:32.755,1:32.755,92.755,5226.284,,54 1:32.187,1:32.187,92.187,5214.492,,54 1:32.735,1:32.735,92.735,5224.097,,54 1:31.893,1:31.893,91.893,5200.6,,54 1:32.457,1:32.457,92.457,5222.71,,54 1:32.326,1:32.326,92.326,5225.078,,54 1:31.233,1:31.233,91.233,5192.155,,54 1:32.537,1:32.537,92.537,5207.517,,53,5067.429,23.916,32.547,26.781,29.439,33.493,47.551,51.427,61.065,17.576,64.402,53.177,58.319,41.278,63.933,77.456,,66.100,54.876,65.323,62.824
55 1:31.408,1:31.408,91.408,5274.299,,55 1:30.855,1:30.855,90.855,5282.009,,,,,,,55 1:30.849,1:30.849,90.849,5342.632,,55 1:30.980,1:30.980,90.980,5267.261,,55 1:31.665,1:31.665,91.665,5315.428,,55 1:32.326,1:32.326,92.326,5310.359,,55 1:32.146,1:32.146,92.146,5305.019,,55 1:31.727,1:31.727,91.727,5302.316,,55 1:31.632,1:31.632,91.632,5311.868,,55 1:31.281,1:31.281,91.281,5277.083,,55 1:30.928,1:30.928,90.928,5279.121,,55 1:32.360,1:32.360,92.36,5318.644,,55 1:32.045,1:32.045,92.045,5306.537,,55 1:32.199,1:32.199,92.199,5316.296,,55 1:31.682,1:31.682,91.682,5292.282,,55 1:32.170,1:32.170,92.17,5314.88,,55 1:32.098,1:32.098,92.098,5317.176,,55 1:31.254,1:31.254,91.254,5283.409,,55 1:32.030,1:32.030,92.03,5299.547,,54,5163.040,19.851,28.114,22.762,25.153,29.115,44.477,47.549,57.196,13.241,60.723,49.833,54.993,37.560,61.057,88.743,,63.244,51.452,62.038,59.670
56 1:31.490,1:31.490,91.490,5365.789,,56 1:31.294,1:31.294,91.294,5373.303,,,,,,,56 1:32.063,1:32.063,92.063,5434.695,,56 1:31.040,1:31.040,91.040,5358.301,,56 1:32.054,1:32.054,92.054,5407.482,,56 1:32.055,1:32.055,92.055,5402.414,,56 1:32.136,1:32.136,92.136,5397.155,,56 1:32.131,1:32.131,92.131,5394.447,,56 1:31.593,1:31.593,91.593,5403.461,,56 1:31.084,1:31.084,91.084,5368.167,,56 1:31.062,1:31.062,91.062,5370.183,,56 1:32.781,1:32.781,92.781,5411.425,,56 1:31.941,1:31.941,91.941,5398.478,,56 1:32.414,1:32.414,92.414,5408.71,,56 1:31.822,1:31.822,91.822,5384.104,,56 1:31.991,1:31.991,91.991,5406.871,,56 1:32.437,1:32.437,92.437,5409.613,,56 1:31.429,1:31.429,91.429,5374.838,,56 1:32.379,1:32.379,92.379,5391.926,,55,5258.652,15.647,23.357,18.431,20.469,24.757,40.895,43.664,53.216,8.609,56.776,46.367,51.707,33.630,57.644,83.980,,59.992,47.885,58.524,56.228
57 1:31.699,1:31.699,91.699,5457.488,,57 1:31.223,1:31.223,91.223,5464.526,,,,,,,57 1:31.272,1:31.272,91.272,5525.967,,57 1:31.575,1:31.575,91.575,5449.876,,57 1:32.150,1:32.150,92.15,5499.632,,57 1:32.420,1:32.420,92.420,5494.834,,57 1:32.467,1:32.467,92.467,5489.622,,57 1:32.536,1:32.536,92.536,5486.983,,57 1:31.588,1:31.588,91.588,5495.049,,57 1:31.629,1:31.629,91.629,5459.796,,57 1:31.100,1:31.100,91.1,5461.283,,57 1:33.134,1:33.134,93.134,5504.559,,57 1:32.187,1:32.187,92.187,5490.665,,57 1:32.122,1:32.122,92.122,5500.832,,57 1:31.957,1:31.957,91.957,5476.061,,57 1:32.984,1:32.984,92.984,5499.855,,57 1:32.619,1:32.619,92.619,5502.232,,57 1:31.623,1:31.623,91.623,5466.461,,57 1:32.739,1:32.739,92.739,5484.665,,56,5354.264,11.525,19.039,13.903,15.919,20.574,37.662,40.183,49.197,4.037,53.218,42.891,48.150,29.840,54.446,80.431,,57.161,44.214,55.349,52.607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5449.876,7.612,14.650,9.920,11.407,16.585,34.789,37.107,45.173,0.000,49.756,39.746,44.958,26.185,50.956,76.091,,54.683,40.789,52.356,49.979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
